File,Class,Animation,Frame,X,Y
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute3Hit,2,-147.1,-47.95
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute3Hit,3,-169.1,-19.95
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute3Hit,4,-143.1,-0.95
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute3Hit,5,-92.05,-36.95
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute3Hit,6,-67.05,-80.45
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute3Hit,7,11.5,-128.95
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute3Hit,8,149,-36.45
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute3Hit,9,230.05,-0.4
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute3Hit,10,243.05,-0.4
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute3Hit,11,245.05,-0.4
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute3Hit,12,218.05,-16.9
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute3Hit,13,158.05,-29.9
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute3Hit,14,171.55,-27.9
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute3Hit,15,171.55,-27.9
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute3Hit,16,168.05,-27.9
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute3Hit,17,168.05,-27.9
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute4,34,367.55,-44.8
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute4,35,421.1,-44.8
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute4,36,460.6,-44.8
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute4,37,508.15,-43.6
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute4,38,508.15,-43.6
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute4Hit,0,528.6,-0.95
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute4Hit,1,527.1,0.05
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute4Hit,2,527.1,0.05
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute4Hit,3,533.1,0.05
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute4Hit,4,527.1,0.05
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute4Hit,5,430.55,0.05
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute4Hit,6,383,0.05
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute4Hit,7,333,0.05
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute4Hit,8,321,0.05
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute4Hit,9,277,0.05
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute4Hit,10,231,-55.95
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute4Hit,11,217,-55.95
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute4Hit,12,195.95,-40.95
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute4Hit,13,176.45,-40.95
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute4Hit,14,276,-95.95
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute4Hit,15,276,-95.95
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute3cSwapAmethyst,0,120.5,0
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute3cSwapAmethyst,1,120.5,0
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute3cSwapAmethyst,2,120.5,0
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute3cSwapAmethyst,3,120.5,0
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute3cSwapAmethyst,4,120.5,0
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute3cSwapAmethyst,5,120.5,0
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute3cSwapAmethyst,6,120.5,0
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute3cSwapAmethyst,7,120.5,0
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute3cSwapAmethyst,8,120.5,0
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute3cSwapAmethyst,9,120.5,0
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute3cSwapAmethyst,10,120.5,0
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute3cSwapAmethyst,11,120.5,0
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute3cSwapAmethyst,12,120.5,0
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute3cSwapAmethyst,13,120.5,0
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute3cSwapAmethyst,14,120.5,0
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute3cSwapAmethyst,15,120.5,0
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute3cSwapAmethyst,16,120.5,0
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute3cSwapAmethyst,17,120.5,0
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute3cSwapAmethyst,18,120.5,0
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute3cSwapAmethyst,19,120.5,0
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute3cSwapAmethyst,20,120.5,0
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute3cSwapAmethyst,21,120.5,0
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute3cSwapAmethyst,22,120.5,0
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute3cSwapAmethyst,23,117.45,-21
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute3cSwapAmethyst,24,114.45,-32
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute3HitSwapAmethyst,0,-125.05,-65
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute3HitSwapAmethyst,1,-152.1,-78
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute3HitSwapAmethyst,2,-147.1,-47.95
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute3HitSwapAmethyst,3,-169.1,-19.95
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute3HitSwapAmethyst,4,-143.1,-0.95
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute3HitSwapAmethyst,5,-92.05,-36.95
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute3HitSwapAmethyst,6,-67.05,-80.45
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute3HitSwapAmethyst,7,11.5,-128.95
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute3HitSwapAmethyst,8,149,-36.45
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute3HitSwapAmethyst,9,230.05,-0.4
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute3HitSwapAmethyst,10,243.05,-0.4
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute3HitSwapAmethyst,11,245.05,-0.4
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute3HitSwapAmethyst,12,218.05,-16.9
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute3HitSwapAmethyst,13,158.05,-29.9
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute3HitSwapAmethyst,14,171.55,-27.9
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute3HitSwapAmethyst,15,171.55,-27.9
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute3HitSwapAmethyst,16,168.05,-27.9
Animation_Axe.anm,a__AxeAnimation,AttackSpecialBrute3HitSwapAmethyst,17,168.05,-27.9
Animation_Axe.anm,a__AxeAnimation,AttackSpecialApoc04_SwapKrieg,34,199.55,-64.8
Animation_Axe.anm,a__AxeAnimation,AttackSpecialApoc04_SwapKrieg,35,151.6,-213.6
Animation_Axe.anm,a__AxeAnimation,AttackSpecialApoc04_SwapKrieg,36,26.05,-280.05
Animation_Axe.anm,a__AxeAnimation,AttackSpecialApoc04_SwapKrieg,37,26.05,-280.05
Animation_Axe.anm,a__AxeAnimation,AttackSpecialApoc04Hit_SwapKrieg,0,-45.15,-274.7
Animation_Axe.anm,a__AxeAnimation,AttackSpecialApoc04Hit_SwapKrieg,1,-45.15,-274.7
Animation_Axe.anm,a__AxeAnimation,AttackSpecialApoc04Hit_SwapKrieg,2,-45.15,-274.7
Animation_Axe.anm,a__AxeAnimation,AttackSpecialApoc04Hit_SwapKrieg,3,-45.15,-274.7
Animation_Axe.anm,a__AxeAnimation,AttackSpecialApoc04Hit_SwapKrieg,4,255.85,-169.7
Animation_Axe.anm,a__AxeAnimation,AttackSpecialApoc04Hit_SwapKrieg,5,255.85,-169.7
Animation_Axe.anm,a__AxeAnimation,AttackSpecialApoc04Hit_SwapKrieg,6,255.85,-169.7
Animation_Axe.anm,a__AxeAnimation,AttackSpecialApoc04Hit_SwapKrieg,7,255.85,-169.7
Animation_Boots.anm,a__BootsAnimation,AttackSpecialLuchador06Hit,0,-114.05,80
Animation_Boots.anm,a__BootsAnimation,AttackSpecialLuchador06Hit,1,-114.05,80
Animation_Boots.anm,a__BootsAnimation,AttackSpecialLuchador06Hit,2,-114.05,80
Animation_Boots.anm,a__BootsAnimation,AttackSpecialLuchador06Hit,3,-114.05,80
Animation_Boots.anm,a__BootsAnimation,AttackSpecialLuchador06Hit,4,-113.55,27.5
Animation_Boots.anm,a__BootsAnimation,AttackSpecialLuchador06Hit,5,-126.55,-17.5
Animation_Boots.anm,a__BootsAnimation,AttackSpecialLuchador06Hit,6,-112.5,-27
Animation_Boots.anm,a__BootsAnimation,AttackSpecialLuchador06Hit,7,-99.15,-50.35
Animation_Boots.anm,a__BootsAnimation,AttackSpecialLuchador06Hit,8,-91.1,-64.4
Animation_Boots.anm,a__BootsAnimation,AttackSpecialLuchador06Hit,9,-88.45,-69.05
Animation_Boots.anm,a__BootsAnimation,AttackSpecialLuchador06Hit,10,-88.45,-69.05
Animation_Boots.anm,a__BootsAnimation,AttackSpecialLuchador06Hit,11,50.55,-111.6
Animation_Boots.anm,a__BootsAnimation,AttackSpecialLuchador06HitAI,0,67.65,80
Animation_Boots.anm,a__BootsAnimation,AttackSpecialLuchador06HitAI,1,67.65,80
Animation_Boots.anm,a__BootsAnimation,AttackSpecialLuchador06HitAI,2,67.65,80
Animation_Boots.anm,a__BootsAnimation,AttackSpecialLuchador06HitAI,3,92.65,62.5
Animation_Boots.anm,a__BootsAnimation,AttackSpecialLuchador06HitAI,4,117.65,45
Animation_Boots.anm,a__BootsAnimation,AttackSpecialLuchador06HitAI,5,142.65,27.5
Animation_Boots.anm,a__BootsAnimation,AttackSpecialLuchador06HitAI,6,167.65,10
Animation_Boots.anm,a__BootsAnimation,AttackSpecialLuchador06HitAI,7,167.65,10
Animation_Boots.anm,a__BootsAnimation,AttackSpecialLuchador06HitAI,8,167.65,10
Animation_Boots.anm,a__BootsAnimation,AttackSpecialLuchador06HitAI,9,167.65,10
Animation_Boots.anm,a__BootsAnimation,AttackSpecialLuchador06HitAI,10,167.65,10
Animation_Boots.anm,a__BootsAnimation,AttackSpecialLuchador06HitAI,11,167.65,10
Animation_Boots.anm,a__BootsAnimation,AttackSpecialLuchador06HitAI,12,167.65,10
Animation_Boots.anm,a__BootsAnimation,AttackSpecialLuchador06HitAI,13,167.65,10
Animation_Bow.anm,a__BowAnimation,AttackAirHeavy,0,151.1,-196.1
Animation_Bow.anm,a__BowAnimation,AttackAirHeavy,1,151.1,-196.1
Animation_Bow.anm,a__BowAnimation,AttackAirHeavy,2,151.1,-196.1
Animation_Bow.anm,a__BowAnimation,AttackAirHeavy,3,151.1,-196.1
Animation_Bow.anm,a__BowAnimation,AttackAirHeavy,4,151.1,-196.1
Animation_Bow.anm,a__BowAnimation,AttackAirHeavy,5,151.1,-196.1
Animation_Bow.anm,a__BowAnimation,AttackAirHeavy,6,151.1,-196.1
Animation_Bow.anm,a__BowAnimation,AttackAirHeavy,7,151.1,-196.1
Animation_Bow.anm,a__BowAnimation,AttackAirHeavy,8,151.1,-196.1
Animation_Bow.anm,a__BowAnimation,AttackAirHeavy,9,151.1,-196.1
Animation_Bow.anm,a__BowAnimation,AttackAirHeavy,10,151.1,-196.1
Animation_Bow.anm,a__BowAnimation,AttackAirHeavy,11,151.1,-196.1
Animation_Bow.anm,a__BowAnimation,AttackAirHeavy,12,151.1,-196.1
Animation_Bow.anm,a__BowAnimation,AttackAirHeavy,13,151.1,-196.1
Animation_Bow.anm,a__BowAnimation,AttackAirHeavy,14,151.1,-196.1
Animation_Bow.anm,a__BowAnimation,AttackAirHeavy,15,151.1,-196.1
Animation_Bow.anm,a__BowAnimation,AttackAirHeavy,16,151.1,-196.1
Animation_Bow.anm,a__BowAnimation,AttackAirHeavy,17,151.1,-196.1
Animation_Bow.anm,a__BowAnimation,AttackAirHeavyHit,0,94.05,-114.1
Animation_Bow.anm,a__BowAnimation,AttackAirHeavyHit,1,94.05,-114.1
Animation_Bow.anm,a__BowAnimation,AttackAirHeavyHit,2,94.05,-114.1
Animation_Bow.anm,a__BowAnimation,AttackAirHeavyHit,3,94.05,-114.1
Animation_Bow.anm,a__BowAnimation,AttackAirHeavyHit,4,94.05,-114.1
Animation_Bow.anm,a__BowAnimation,AttackAirHeavyHit,5,94.05,-114.1
Animation_Bow.anm,a__BowAnimation,AttackAirHeavyHit,6,94.05,-114.1
Animation_Bow.anm,a__BowAnimation,AttackAirHeavyHit,7,94.05,-114.1
Animation_Bow.anm,a__BowAnimation,AttackAirHeavyHit,8,94.05,-114.1
Animation_Bow.anm,a__BowAnimation,AttackAirHeavyHit,9,94.05,-114.1
Animation_Bow.anm,a__BowAnimation,AttackAirHeavyHit,10,94.05,-114.1
Animation_Bow.anm,a__BowAnimation,AttackAirHeavyHit,11,94.05,-114.1
Animation_Bow.anm,a__BowAnimation,AttackAirHeavyHit,12,94.05,-114.1
Animation_Bow.anm,a__BowAnimation,AttackAirHeavyHit,13,94.05,-114.1
Animation_Bow.anm,a__BowAnimation,AttackAirHeavyHit,14,94.05,-114.1
Animation_Bow.anm,a__BowAnimation,AttackAirHeavyHit,15,94.05,-114.1
Animation_Bow.anm,a__BowAnimation,AttackAirHeavyHit,16,94.05,-114.1
Animation_Bow.anm,a__BowAnimation,AttackAirHeavyHit,17,94.05,-114.1
Animation_Bow.anm,a__BowAnimation,AttackAirDownHeavy,0,-3.65,149.05
Animation_Bow.anm,a__BowAnimation,AttackAirDownHeavy,1,-3.65,149.05
Animation_Bow.anm,a__BowAnimation,AttackAirDownHeavy,2,-3.65,149.05
Animation_Bow.anm,a__BowAnimation,AttackAirDownHeavy,3,-3.65,149.05
Animation_Bow.anm,a__BowAnimation,AttackAirDownHeavy,4,-3.65,149.05
Animation_Bow.anm,a__BowAnimation,AttackAirDownHeavy,5,-3.65,149.05
Animation_Bow.anm,a__BowAnimation,AttackAirDownHeavy,6,-3.65,149.05
Animation_Bow.anm,a__BowAnimation,AttackAirDownHeavy,7,-3.65,149.05
Animation_Bow.anm,a__BowAnimation,AttackAirDownHeavy,8,-3.65,149.05
Animation_Bow.anm,a__BowAnimation,AttackAirDownHeavy,9,-3.65,149.05
Animation_Bow.anm,a__BowAnimation,AttackAirDownHeavy,10,-3.65,149.05
Animation_Bow.anm,a__BowAnimation,AttackAirDownHeavy,11,-3.65,149.05
Animation_Bow.anm,a__BowAnimation,AttackAirDownHeavy,12,-3.65,149.05
Animation_Bow.anm,a__BowAnimation,AttackAirDownHeavy,13,-3.65,149.05
Animation_Bow.anm,a__BowAnimation,AttackAirDownHeavy,14,-3.65,149.05
Animation_Bow.anm,a__BowAnimation,AttackAirDownHeavy,15,-3.65,149.05
Animation_Bow.anm,a__BowAnimation,AttackAirDownHeavy,16,-3.65,149.05
Animation_Bow.anm,a__BowAnimation,AttackAirDownHeavy,17,-3.65,149.05
Animation_Bow.anm,a__BowAnimation,AttackAirDownHeavy,18,-3.65,149.05
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman2,27,179.7,-6.15
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman2,28,228.7,-107.1
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman2,29,230.7,-183.1
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman2,30,221.8,-236.05
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman2Hit,0,-124.15,-233.95
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman2Hit,1,-128.2,-250.45
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman2Hit,2,-133.7,-263.45
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman2Hit,3,-136.75,-271.45
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman2Hit,4,-138.25,-276.5
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman2Hit,5,-139.75,-279
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman2Hit,6,-139.75,-280
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman2Hit,7,-155.1,-295.9
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman2Hit,8,-172.55,-302
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman2Hit,9,-186.55,-307.85
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman2Hit,10,-202.1,-310.2
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman2Hit,11,-215.25,-311.5
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman2Hit,12,-219,-300.45
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman2Hit,13,-192.95,-263.55
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman2Hit,14,-123.25,-208.85
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman2Hit,15,53.85,-124.95
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman2Hit,16,272.1,-67.8
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman3,27,105.1,-186.7
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman3,28,178.45,-161.25
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman3,29,232.65,-89.8
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman3,30,264.5,-34.6
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman3,31,291.55,26.05
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman3,32,308.8,86.75
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman3,33,312.25,121.7
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman3Hit,0,312.25,121.7
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman3Hit,1,315.25,130.7
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman3Hit,2,318.1,140.25
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman3Hit,3,319.1,147.25
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman3Hit,4,320.1,151.25
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman3Hit,5,320.6,155.25
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman3Hit,6,320.6,158.25
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman3Hit,7,320.1,160.25
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman3Hit,8,319.6,162.75
Animation_Bow.anm,a__BowAnimation,AttackSpecialCelestial7,31,161.6,-114.5
Animation_Bow.anm,a__BowAnimation,AttackSpecialCelestial7,32,245.2,-143.65
Animation_Bow.anm,a__BowAnimation,AttackSpecialCelestial7,33,310.1,-168.05
Animation_Bow.anm,a__BowAnimation,AttackSpecialCelestial7,34,357.25,-185.65
Animation_Bow.anm,a__BowAnimation,AttackSpecialCelestial7,35,375.6,-192.55
Animation_Bow.anm,a__BowAnimation,AttackSpecialCelestial7,36,375.6,-192.55
Animation_Bow.anm,a__BowAnimation,AttackSpecialCelestial7,37,375.6,-192.55
Animation_Bow.anm,a__BowAnimation,AttackSpecialCelestial7,38,375.6,-192.55
Animation_Bow.anm,a__BowAnimation,AttackSpecialCelestial7,39,375.6,-192.55
Animation_Bow.anm,a__BowAnimation,AttackSpecialCelestial7,40,375.6,-192.55
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman2SwapEpicDiana,27,179.7,-6.15
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman2SwapEpicDiana,28,228.7,-107.1
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman2SwapEpicDiana,29,230.7,-183.1
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman2SwapEpicDiana,30,221.8,-236.05
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman2HitSwapEpicDiana,0,-124.15,-233.95
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman2HitSwapEpicDiana,1,-128.2,-250.45
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman2HitSwapEpicDiana,2,-133.7,-263.45
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman2HitSwapEpicDiana,3,-136.75,-271.45
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman2HitSwapEpicDiana,4,-138.25,-276.5
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman2HitSwapEpicDiana,5,-139.75,-279
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman2HitSwapEpicDiana,6,-139.75,-280
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman2HitSwapEpicDiana,7,-155.1,-295.9
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman2HitSwapEpicDiana,8,-172.55,-302
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman2HitSwapEpicDiana,9,-186.55,-307.85
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman2HitSwapEpicDiana,10,-202.1,-310.2
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman2HitSwapEpicDiana,11,-215.25,-311.5
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman2HitSwapEpicDiana,12,-219,-300.45
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman2HitSwapEpicDiana,13,-192.95,-263.55
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman2HitSwapEpicDiana,14,-123.25,-208.85
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman2HitSwapEpicDiana,15,53.85,-124.95
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman2HitSwapEpicDiana,16,272.1,-67.8
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman3SwapEpicDiana,27,105.1,-186.7
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman3SwapEpicDiana,28,178.45,-161.25
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman3SwapEpicDiana,29,232.65,-89.8
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman3SwapEpicDiana,30,264.5,-34.6
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman3SwapEpicDiana,31,291.55,26.05
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman3SwapEpicDiana,32,308.8,86.75
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman3SwapEpicDiana,33,312.25,121.7
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman3HitSwapEpicDiana,0,312.25,121.7
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman3HitSwapEpicDiana,1,315.25,130.7
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman3HitSwapEpicDiana,2,318.1,140.25
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman3HitSwapEpicDiana,3,319.1,147.25
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman3HitSwapEpicDiana,4,320.1,151.25
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman3HitSwapEpicDiana,5,320.6,155.25
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman3HitSwapEpicDiana,6,320.6,158.25
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman3HitSwapEpicDiana,7,320.1,160.25
Animation_Bow.anm,a__BowAnimation,AttackSpecialMarksman3HitSwapEpicDiana,8,319.6,162.75
Animation_Bow.anm,a__BowAnimation,AttackSpecialCelestial7_SwapDevilJin,31,161.6,-114.5
Animation_Bow.anm,a__BowAnimation,AttackSpecialCelestial7_SwapDevilJin,32,245.2,-143.65
